Delta_X,Delta_Y,U1
1.2421842217445374,0.7458747439086437,"[[1.24218422]
 [0.74587474]]"
1.2396299540996552,0.7443695850670338,"[[1.23962995]
 [0.74436959]]"
1.2371902167797089,0.7428645677864552,"[[1.23719022]
 [0.74286457]]"
1.2346360981464386,0.7414484694600105,"[[1.2346361 ]
 [0.74144847]]"
1.2320708334445953,0.739924319088459,"[[1.23207083]
 [0.73992432]]"
1.229501485824585,0.7384108901023865,"[[1.22950149]
 [0.73841089]]"
1.2269719243049622,0.7369163036346436,"[[1.22697192]
 [0.7369163 ]]"
1.22444748878479,0.7354270629584789,"[[1.22444749]
 [0.73542706]]"
1.2219340801239014,0.7339380197227001,"[[1.22193408]
 [0.73393802]]"
1.2194247841835022,0.7324602194130421,"[[1.21942478]
 [0.73246022]]"
1.2168940305709839,0.7310682125389576,"[[1.21689403]
 [0.73106821]]"
1.2143895030021667,0.7295906357467175,"[[1.2143895 ]
 [0.72959064]]"
1.211833119392395,0.7280717305839062,"[[1.21183312]
 [0.72807173]]"
1.2093379199504852,0.7265984192490578,"[[1.20933792]
 [0.72659842]]"
1.2068520486354828,0.7251215949654579,"[[1.20685205]
 [0.72512159]]"
1.2043672502040863,0.7236531339585781,"[[1.20436725]
 [0.72365313]]"
1.2018955647945404,0.7221844755113125,"[[1.20189556]
 [0.72218448]]"
1.1994211971759796,0.7207308299839497,"[[1.1994212 ]
 [0.72073083]]"
1.196964830160141,0.7192740328609943,"[[1.19696483]
 [0.71927403]]"
1.1945984959602356,0.7177914790809155,"[[1.1945985 ]
 [0.71779148]]"
1.1922005414962769,0.7163768224418163,"[[1.19220054]
 [0.71637682]]"
1.1897393465042114,0.7149168066680431,"[[1.18973935]
 [0.71491681]]"
1.1872569918632507,0.7134459428489208,"[[1.18725699]
 [0.71344594]]"
1.184815138578415,0.7120111100375652,"[[1.18481514]
 [0.71201111]]"
1.1823779046535492,0.7105633728206158,"[[1.1823779 ]
 [0.71056337]]"
1.179943710565567,0.7091268077492714,"[[1.17994371]
 [0.70912681]]"
1.1775181591510773,0.7076895013451576,"[[1.17751816]
 [0.7076895 ]]"
1.1750977337360382,0.7062632814049721,"[[1.17509773]
 [0.70626328]]"
1.172768086194992,0.7048365846276283,"[[1.17276809]
 [0.70483658]]"
1.170354276895523,0.70342181250453,"[[1.17035428]
 [0.70342181]]"
1.1679401099681854,0.7019559554755688,"[[1.16794011]
 [0.70195596]]"
1.1655393242835999,0.7005363591015339,"[[1.16553932]
 [0.70053636]]"
1.163138508796692,0.6991025097668171,"[[1.16313851]
 [0.69910251]]"
1.160747081041336,0.6976893991231918,"[[1.16074708]
 [0.6976894 ]]"
1.1583605110645294,0.6962764710187912,"[[1.15836051]
 [0.69627647]]"
1.155899852514267,0.6949495449662209,"[[1.15589985]
 [0.69494954]]"
1.1535270512104034,0.6935363784432411,"[[1.15352705]
 [0.69353638]]"
1.1511494517326355,0.6921225339174271,"[[1.15114945]
 [0.69212253]]"
1.1488210558891296,0.6907698661088943,"[[1.14882106]
 [0.69076987]]"
1.1464585661888123,0.6893656626343727,"[[1.14645857]
 [0.68936566]]"
1.1440815925598145,0.6879659667611122,"[[1.14408159]
 [0.68796597]]"
1.1417303383350372,0.6865711286664009,"[[1.14173034]
 [0.68657113]]"
1.1393966972827911,0.6851739957928658,"[[1.1393967]
 [0.685174 ]]"
1.1370534896850586,0.6837892383337021,"[[1.13705349]
 [0.68378924]]"
1.134725272655487,0.6824084967374802,"[[1.13472527]
 [0.6824085 ]]"
1.1323955357074738,0.681031808257103,"[[1.13239554]
 [0.68103181]]"
1.1301341354846954,0.6796799749135971,"[[1.13013414]
 [0.67967997]]"
1.1278094947338104,0.6783018708229065,"[[1.12780949]
 [0.67830187]]"
1.1254486739635468,0.6768956184387207,"[[1.12544867]
 [0.67689562]]"
1.1231463551521301,0.6755179911851883,"[[1.12314636]
 [0.67551799]]"
1.120838463306427,0.6741497665643692,"[[1.12083846]
 [0.67414977]]"
1.1185314357280731,0.6727848574519157,"[[1.11853144]
 [0.67278486]]"
1.1162331998348236,0.6714233681559563,"[[1.1162332 ]
 [0.67142337]]"
1.1139415204524994,0.6700637713074684,"[[1.11394152]
 [0.67006377]]"
1.1116637885570526,0.6687051430344582,"[[1.11166379]
 [0.66870514]]"
1.1093825995922089,0.6673465445637703,"[[1.1093826 ]
 [0.66734654]]"
1.1070204675197601,0.6660578921437263,"[[1.10702047]
 [0.66605789]]"
1.1047431826591492,0.6647145599126816,"[[1.10474318]
 [0.66471456]]"
1.1024642586708069,0.6633567661046982,"[[1.10246426]
 [0.66335677]]"
1.1001980900764465,0.6620129346847534,"[[1.10019809]
 [0.66201293]]"
1.0979459881782532,0.6606720089912415,"[[1.09794599]
 [0.66067201]]"
1.0956870317459106,0.6593386009335518,"[[1.09568703]
 [0.6593386 ]]"
1.0934447646141052,0.6580016687512398,"[[1.09344476]
 [0.65800167]]"
1.0911991000175476,0.6566698551177979,"[[1.0911991 ]
 [0.65666986]]"
1.0889167189598083,0.6554459929466248,"[[1.08891672]
 [0.65544599]]"
1.0866778194904327,0.6541162431240082,"[[1.08667782]
 [0.65411624]]"
1.0844103395938873,0.6527557671070099,"[[1.08441034]
 [0.65275577]]"
1.0821771621704102,0.6514324620366096,"[[1.08217716]
 [0.65143246]]"
1.079958438873291,0.6501084640622139,"[[1.07995844]
 [0.65010846]]"
1.0777396857738495,0.6487942188978195,"[[1.07773969]
 [0.64879422]]"
1.0755307972431183,0.6474768370389938,"[[1.0755308 ]
 [0.64747684]]"
1.0733186900615692,0.6461696177721024,"[[1.07331869]
 [0.64616962]]"
1.0711188614368439,0.6448617726564407,"[[1.07111886]
 [0.64486177]]"
1.0689213573932648,0.6435572355985641,"[[1.06892136]
 [0.64355724]]"
1.0667629539966583,0.6422791332006454,"[[1.06676295]
 [0.64227913]]"
1.0644884705543518,0.6410482153296471,"[[1.06448847]
 [0.64104822]]"
1.0622850060462952,0.6397333964705467,"[[1.06228501]
 [0.6397334 ]]"
1.0600833892822266,0.6384249478578568,"[[1.06008339]
 [0.63842495]]"
1.0579166412353516,0.637124314904213,"[[1.05791664]
 [0.63712431]]"
1.0557403564453125,0.6358329802751541,"[[1.05574036]
 [0.63583298]]"
1.0535790920257568,0.6345448046922684,"[[1.05357909]
 [0.6345448 ]]"
1.0514178574085236,0.6332596689462662,"[[1.05141786]
 [0.63325967]]"
1.0493301451206207,0.6320022493600845,"[[1.04933015]
 [0.63200225]]"
1.0471746027469635,0.6307257860898972,"[[1.0471746 ]
 [0.63072579]]"
1.0449796617031097,0.6294128745794296,"[[1.04497966]
 [0.62941287]]"
1.0428276360034943,0.6281410306692123,"[[1.04282764]
 [0.62814103]]"
1.040679544210434,0.6268657296895981,"[[1.04067954]
 [0.62686573]]"
1.0385405123233795,0.6255969330668449,"[[1.03854051]
 [0.62559693]]"
1.0364128053188324,0.6243315860629082,"[[1.03641281]
 [0.62433159]]"
1.0342877507209778,0.6230640336871147,"[[1.03428775]
 [0.62306403]]"
1.0321714282035828,0.6218063160777092,"[[1.03217143]
 [0.62180632]]"
1.0300526022911072,0.620548665523529,"[[1.0300526 ]
 [0.62054867]]"
1.0279707312583923,0.6193337440490723,"[[1.02797073]
 [0.61933374]]"
1.0258563160896301,0.6180795803666115,"[[1.02585632]
 [0.61807958]]"
1.0237324237823486,0.6168004646897316,"[[1.02373242]
 [0.61680046]]"
1.0216265618801117,0.6155485734343529,"[[1.02162656]
 [0.61554857]]"
1.0195250809192657,0.6143009886145592,"[[1.01952508]
 [0.61430099]]"
1.0174304842948914,0.6130551695823669,"[[1.01743048]
 [0.61305517]]"
1.0153477787971497,0.6118122339248657,"[[1.01534778]
 [0.61181223]]"
1.0132607221603394,0.6105747073888779,"[[1.01326072]
 [0.61057471]]"
1.0111930966377258,0.6093368381261826,"[[1.0111931 ]
 [0.60933684]]"
1.0091536939144135,0.608137384057045,"[[1.00915369]
 [0.60813738]]"
1.0071024000644684,0.6069131046533585,"[[1.0071024]
 [0.6069131]]"
1.0050144791603088,0.6056691184639931,"[[1.00501448]
 [0.60566912]]"
1.00294828414917,0.6044322624802589,"[[1.00294828]
 [0.60443226]]"
1.0008909404277802,0.6032036915421486,"[[1.00089094]
 [0.60320369]]"
0.9988410770893097,0.6019776239991188,"[[0.99884108]
 [0.60197762]]"
0.9967821836471558,0.6007498726248741,"[[0.99678218]
 [0.60074987]]"
0.9947426319122314,0.5995326265692711,"[[0.99474263]
 [0.59953263]]"
0.9926970601081848,0.5983206182718277,"[[0.99269706]
 [0.59832062]]"
0.9907869696617126,0.597092941403389,"[[0.99078697]
 [0.59709294]]"
0.9887501895427704,0.5958810225129128,"[[0.98875019]
 [0.59588102]]"
0.9866714775562286,0.5946421399712563,"[[0.98667148]
 [0.59464214]]"
0.9846447706222534,0.5934358090162277,"[[0.98464477]
 [0.59343581]]"
0.9826235175132751,0.5922304838895798,"[[0.98262352]
 [0.59223048]]"
0.9806734025478363,0.5910801514983177,"[[0.9806734 ]
 [0.59108015]]"
0.9786660373210907,0.5898797139525414,"[[0.97866604]
 [0.58987971]]"
0.9765981435775757,0.5886513367295265,"[[0.97659814]
 [0.58865134]]"
0.9745994806289673,0.5874563232064247,"[[0.97459948]
 [0.58745632]]"
0.9725980758666992,0.5862550958991051,"[[0.97259808]
 [0.5862551 ]]"
0.9706235527992249,0.5850733146071434,"[[0.97062355]
 [0.58507331]]"
0.9686311185359955,0.5838950499892235,"[[0.96863112]
 [0.58389505]]"
0.9666330516338348,0.5827045068144798,"[[0.96663305]
 [0.58270451]]"
0.9646451473236084,0.5815221443772316,"[[0.96464515]
 [0.58152214]]"
0.9626659750938416,0.5803404822945595,"[[0.96266598]
 [0.58034048]]"
0.9606943428516388,0.5791624635457993,"[[0.96069434]
 [0.57916246]]"
0.9587239325046539,0.5779867619276047,"[[0.95872393]
 [0.57798676]]"
0.9567597508430481,0.5768136382102966,"[[0.95675975]
 [0.57681364]]"
0.9548364877700806,0.5756567120552063,"[[0.95483649]
 [0.57565671]]"
0.9528777599334717,0.5744843035936356,"[[0.95287776]
 [0.5744843 ]]"
0.9509038329124451,0.5732920318841934,"[[0.95090383]
 [0.57329203]]"
0.9489551782608032,0.5721245408058167,"[[0.94895518]
 [0.57212454]]"
0.9470142126083374,0.5709593892097473,"[[0.94701421]
 [0.57095939]]"
0.9450697004795074,0.5697895586490631,"[[0.9450697 ]
 [0.56978956]]"
0.9431315362453461,0.5686332881450653,"[[0.94313154]
 [0.56863329]]"
0.9411999583244324,0.5674694925546646,"[[0.94119996]
 [0.56746949]]"
0.9392776489257812,0.5663204938173294,"[[0.93927765]
 [0.56632049]]"
0.9374908208847046,0.565172091126442,"[[0.93749082]
 [0.56517209]]"
0.9355918169021606,0.5640587359666824,"[[0.93559182]
 [0.56405874]]"
0.9336165189743042,0.5628730058670044,"[[0.93361652]
 [0.56287301]]"
0.9316852688789368,0.561714768409729,"[[0.93168527]
 [0.56171477]]"
0.9297659695148468,0.5605710446834564,"[[0.92976597]
 [0.56057104]]"
0.927862673997879,0.5594354569911957,"[[0.92786267]
 [0.55943546]]"
0.9259587526321411,0.5582957416772842,"[[0.92595875]
 [0.55829574]]"
0.9240607023239136,0.5571640282869339,"[[0.9240607 ]
 [0.55716403]]"
0.9221686720848083,0.5560310184955597,"[[0.92216867]
 [0.55603102]]"
0.9203190803527832,0.554937332868576,"[[0.92031908]
 [0.55493733]]"
0.9184339940547943,0.5538109242916107,"[[0.91843399]
 [0.55381092]]"
0.9165263473987579,0.552668958902359,"[[0.91652635]
 [0.55266896]]"
0.9146469831466675,0.5515466630458832,"[[0.91464698]
 [0.55154666]]"
0.9127753376960754,0.5504189431667328,"[[0.91277534]
 [0.55041894]]"
0.910902589559555,0.5492986738681793,"[[0.91090259]
 [0.54929867]]"
0.9090382754802704,0.54817995429039,"[[0.90903828]
 [0.54817995]]"
0.9071753919124603,0.5470568835735321,"[[0.90717539]
 [0.54705688]]"
0.9053186476230621,0.5459459125995636,"[[0.90531865]
 [0.54594591]]"
0.9034656286239624,0.5448370724916458,"[[0.90346563]
 [0.54483707]]"
0.9016240239143372,0.5437348037958145,"[[0.90162402]
 [0.5437348 ]]"
0.899777889251709,0.542627215385437,"[[0.89977789]
 [0.54262722]]"
0.8979566097259521,0.5415331125259399,"[[0.89795661]
 [0.54153311]]"
0.8961192071437836,0.5404305160045624,"[[0.89611921]
 [0.54043052]]"
0.8942664563655853,0.5393211543560028,"[[0.89426646]
 [0.53932115]]"
0.8924337327480316,0.5382232367992401,"[[0.89243373]
 [0.53822324]]"
0.8905991017818451,0.5371310412883759,"[[0.8905991 ]
 [0.53713104]]"
0.8887742757797241,0.5360351800918579,"[[0.88877428]
 [0.53603518]]"
0.8869562745094299,0.5349447727203369,"[[0.88695627]
 [0.53494477]]"
0.8851684927940369,0.533879891037941,"[[0.88516849]
 [0.53387989]]"
0.8833556175231934,0.5327901393175125,"[[0.88335562]
 [0.53279014]]"
0.8815204501152039,0.531690701842308,"[[0.88152045]
 [0.5316907 ]]"
0.8797387480735779,0.5306341499090195,"[[0.87973875]
 [0.53063415]]"
0.8779347240924835,0.5295521914958954,"[[0.87793472]
 [0.52955219]]"
0.876126617193222,0.5284748375415802,"[[0.87612662]
 [0.52847484]]"
0.8743293285369873,0.5274010896682739,"[[0.87432933]
 [0.52740109]]"
0.872548520565033,0.526322603225708,"[[0.87254852]
 [0.5263226 ]]"
0.8707608580589294,0.5252529680728912,"[[0.87076086]
 [0.52525297]]"
0.868981659412384,0.5241855084896088,"[[0.86898166]
 [0.52418551]]"
0.8672011196613312,0.5231122523546219,"[[0.86720112]
 [0.52311225]]"
0.8654614984989166,0.5220612436532974,"[[0.8654615 ]
 [0.52206124]]"
0.8636950552463531,0.5210008919239044,"[[0.86369506]
 [0.52100089]]"
0.8619035184383392,0.5199215114116669,"[[0.86190352]
 [0.51992151]]"
0.8601385653018951,0.5188634991645813,"[[0.86013857]
 [0.5188635 ]]"
0.8583758771419525,0.5178078413009644,"[[0.85837588]
 [0.51780784]]"
0.8566956520080566,0.5167953670024872,"[[0.85669565]
 [0.51679537]]"
0.85494464635849,0.5157431066036224,"[[0.85494465]
 [0.51574311]]"
0.8531428575515747,0.5146576911211014,"[[0.85314286]
 [0.51465769]]"
0.8513988256454468,0.5136119276285172,"[[0.85139883]
 [0.51361193]]"
0.8496517837047577,0.5125521272420883,"[[0.84965178]
 [0.51255213]]"
0.8479932248592377,0.5114776343107224,"[[0.84799322]
 [0.51147763]]"
0.8462572395801544,0.5104359239339828,"[[0.84625724]
 [0.51043592]]"
0.8445192873477936,0.5093955248594284,"[[0.84451929]
 [0.50939552]]"
0.8427933752536774,0.5083594620227814,"[[0.84279338]
 [0.50835946]]"
0.8410716950893402,0.507325142621994,"[[0.8410717 ]
 [0.50732514]]"
0.8393496572971344,0.5062897354364395,"[[0.83934966]
 [0.50628974]]"
0.8376379311084747,0.5052595287561417,"[[0.83763793]
 [0.50525953]]"
0.8359226584434509,0.5042268335819244,"[[0.83592266]
 [0.50422683]]"
0.8342605829238892,0.5032504498958588,"[[0.83426058]
 [0.50325045]]"
0.8325514793395996,0.5022239983081818,"[[0.83255148]
 [0.502224  ]]"
0.8308133482933044,0.501165360212326,"[[0.83081335]
 [0.50116536]]"
0.8291161954402924,0.5001408904790878,"[[0.8291162 ]
 [0.50014089]]"
0.8274261653423309,0.49911360442638397,"[[0.82742617]
 [0.4991136 ]]"
0.8257978558540344,0.49814440310001373,"[[0.82579786]
 [0.4981444 ]]"
0.8241127133369446,0.4971400648355484,"[[0.82411271]
 [0.49714006]]"
0.8223914802074432,0.4960857331752777,"[[0.82239148]
 [0.49608573]]"
0.8207109868526459,0.4950781762599945,"[[0.82071099]
 [0.49507818]]"
0.8190228343009949,0.4940589368343353,"[[0.81902283]
 [0.49405894]]"
0.817362368106842,0.49306562542915344,"[[0.81736237]
 [0.49306563]]"
0.8156875669956207,0.49206213653087616,"[[0.81568757]
 [0.49206214]]"
0.8140012323856354,0.49105165898799896,"[[0.81400123]
 [0.49105166]]"
0.8123402297496796,0.49004964530467987,"[[0.81234023]
 [0.49004965]]"
0.8106835186481476,0.48904429376125336,"[[0.81068352]
 [0.48904429]]"
0.8090243339538574,0.48804374039173126,"[[0.80902433]
 [0.48804374]]"
0.8073716759681702,0.48705078661441803,"[[0.80737168]
 [0.48705079]]"
0.8057197034358978,0.48606163263320923,"[[0.8057197 ]
 [0.48606163]]"
0.8040741384029388,0.4850724935531616,"[[0.80407414]
 [0.48507249]]"
0.8024292886257172,0.4840850830078125,"[[0.80242929]
 [0.48408508]]"
0.8008224666118622,0.48312193155288696,"[[0.80082247]
 [0.48312193]]"
0.7992079555988312,0.48216280341148376,"[[0.79920796]
 [0.4821628 ]]"
0.7975386679172516,0.4811622202396393,"[[0.79753867]
 [0.48116222]]"
0.7958902418613434,0.4801642745733261,"[[0.79589024]
 [0.48016427]]"
0.7942648828029633,0.47918538749217987,"[[0.79426488]
 [0.47918539]]"
0.7926430702209473,0.47820039093494415,"[[0.79264307]
 [0.47820039]]"
0.7910253405570984,0.4772292524576187,"[[0.79102534]
 [0.47722925]]"
0.7894052863121033,0.4762570410966873,"[[0.78940529]
 [0.47625704]]"
0.7877905964851379,0.4752836376428604,"[[0.7877906 ]
 [0.47528364]]"
0.7861767262220383,0.4743100106716156,"[[0.78617673]
 [0.47431001]]"
0.7845814675092697,0.47333261370658875,"[[0.78458147]
 [0.47333261]]"
0.7829809188842773,0.4723666310310364,"[[0.78298092]
 [0.47236663]]"
0.7813692688941956,0.4713999032974243,"[[0.78136927]
 [0.4713999 ]]"
0.7797694057226181,0.4704328179359436,"[[0.77976941]
 [0.47043282]]"
0.7781749814748764,0.46947741508483887,"[[0.77817498]
 [0.46947742]]"
0.7765849232673645,0.4685196578502655,"[[0.77658492]
 [0.46851966]]"
0.774998128414154,0.46756812930107117,"[[0.77499813]
 [0.46756813]]"
0.7734141945838928,0.46660712361335754,"[[0.77341419]
 [0.46660712]]"
0.77182936668396,0.46566012501716614,"[[0.77182937]
 [0.46566013]]"
0.77025106549263,0.46470609307289124,"[[0.77025107]
 [0.46470609]]"
0.7687032520771027,0.4637944996356964,"[[0.76870325]
 [0.4637945 ]]"
0.7671293318271637,0.46283915638923645,"[[0.76712933]
 [0.46283916]]"
0.7655427157878876,0.4618849456310272,"[[0.76554272]
 [0.46188495]]"
0.7639723867177963,0.46094056963920593,"[[0.76397239]
 [0.46094057]]"
0.7624094933271408,0.4600010812282562,"[[0.76240949]
 [0.46000108]]"
0.7608584612607956,0.4590626507997513,"[[0.76085846]
 [0.45906265]]"
0.7593009918928146,0.4581293612718582,"[[0.75930099]
 [0.45812936]]"
0.7577478438615799,0.4571898728609085,"[[0.75774784]
 [0.45718987]]"
0.7562003880739212,0.45626361668109894,"[[0.75620039]
 [0.45626362]]"
0.7546739876270294,0.45534104108810425,"[[0.75467399]
 [0.45534104]]"
0.7532263696193695,0.4544197916984558,"[[0.75322637]
 [0.45441979]]"
0.751670777797699,0.45348095893859863,"[[0.75167078]
 [0.45348096]]"
0.7501091361045837,0.45254677534103394,"[[0.75010914]
 [0.45254678]]"
0.74857297539711,0.4516262412071228,"[[0.74857298]
 [0.45162624]]"
0.7470435202121735,0.4507153034210205,"[[0.74704352]
 [0.4507153 ]]"
0.7455149590969086,0.44979025423526764,"[[0.74551496]
 [0.44979025]]"
0.7439932525157928,0.44887520372867584,"[[0.74399325]
 [0.4488752 ]]"
0.7424750030040741,0.4479561895132065,"[[0.742475  ]
 [0.44795619]]"
0.740961104631424,0.44704411923885345,"[[0.7409611 ]
 [0.44704412]]"
0.7394457161426544,0.44613173604011536,"[[0.73944572]
 [0.44613174]]"
0.7379620373249054,0.44528332352638245,"[[0.73796204]
 [0.44528332]]"
0.7364536225795746,0.44437019526958466,"[[0.73645362]
 [0.4443702 ]]"
0.7349294126033783,0.44345299899578094,"[[0.73492941]
 [0.443453  ]]"
0.7334246635437012,0.4425528943538666,"[[0.73342466]
 [0.44255289]]"
0.731923520565033,0.4416525065898895,"[[0.73192352]
 [0.44165251]]"
0.7304283231496811,0.4407484084367752,"[[0.73042832]
 [0.44074841]]"
0.7289383262395859,0.43985243141651154,"[[0.72893833]
 [0.43985243]]"
0.7274436056613922,0.43895024061203003,"[[0.72744361]
 [0.43895024]]"
0.7259592115879059,0.4380567669868469,"[[0.72595921]
 [0.43805677]]"
0.7244733422994614,0.43716512620449066,"[[0.72447334]
 [0.43716513]]"
0.7229170054197311,0.4363555759191513,"[[0.72291701]
 [0.43635558]]"
0.7214371860027313,0.4354615807533264,"[[0.72143719]
 [0.43546158]]"
0.7199428975582123,0.43456727266311646,"[[0.7199429 ]
 [0.43456727]]"
0.7184683084487915,0.4336726516485214,"[[0.71846831]
 [0.43367265]]"
0.7169972658157349,0.4327956885099411,"[[0.71699727]
 [0.43279569]]"
0.7155322581529617,0.4319090098142624,"[[0.71553226]
 [0.43190901]]"
0.7140731960535049,0.43102745711803436,"[[0.7140732 ]
 [0.43102746]]"
0.7126155197620392,0.43014732003211975,"[[0.71261552]
 [0.43014732]]"
0.7111629843711853,0.4292794167995453,"[[0.71116298]
 [0.42927942]]"
0.7097083330154419,0.42840373516082764,"[[0.70970833]
 [0.42840374]]"
0.7081914246082306,0.4275960922241211,"[[0.70819142]
 [0.42759609]]"
0.7067407667636871,0.42672041058540344,"[[0.70674077]
 [0.42672041]]"
0.7052636742591858,0.425821989774704,"[[0.70526367]
 [0.42582199]]"
0.7038204967975616,0.4249497950077057,"[[0.7038205]
 [0.4249498]]"
0.7023791074752808,0.4240765869617462,"[[0.70237911]
 [0.42407659]]"
0.7009433209896088,0.4232114255428314,"[[0.70094332]
 [0.42321143]]"
0.6995152831077576,0.4223546087741852,"[[0.69951528]
 [0.42235461]]"
0.6980852335691452,0.42148689925670624,"[[0.69808523]
 [0.4214869 ]]"
0.6966632157564163,0.4206337183713913,"[[0.69666322]
 [0.42063372]]"
0.6952396184206009,0.41977831721305847,"[[0.69523962]
 [0.41977832]]"
0.6938192993402481,0.4189207851886749,"[[0.6938193 ]
 [0.41892079]]"
0.6924091875553131,0.4180624783039093,"[[0.69240919]
 [0.41806248]]"
0.6910534203052521,0.4171766936779022,"[[0.69105342]
 [0.41717669]]"
0.689729318022728,0.41630005836486816,"[[0.68972932]
 [0.41630006]]"
0.6882967799901962,0.41544079780578613,"[[0.68829678]
 [0.4154408 ]]"
0.6868799179792404,0.41458797454833984,"[[0.68687992]
 [0.41458797]]"
0.685477688908577,0.4137439727783203,"[[0.68547769]
 [0.41374397]]"
0.6840739250183105,0.41289791464805603,"[[0.68407393]
 [0.41289791]]"
0.6826770901679993,0.4120588004589081,"[[0.68267709]
 [0.4120588 ]]"
0.6812811493873596,0.41121935844421387,"[[0.68128115]
 [0.41121936]]"
0.6798716187477112,0.4104882478713989,"[[0.67987162]
 [0.41048825]]"
0.6784814596176147,0.40965060889720917,"[[0.67848146]
 [0.40965061]]"
0.6770215332508087,0.40877608954906464,"[[0.67702153]
 [0.40877609]]"
0.6756390035152435,0.40794236958026886,"[[0.675639  ]
 [0.40794237]]"
0.6742552220821381,0.4071105271577835,"[[0.67425522]
 [0.40711053]]"
0.6728726923465729,0.40627726912498474,"[[0.67287269]
 [0.40627727]]"
0.6714984774589539,0.40545186400413513,"[[0.67149848]
 [0.40545186]]"
0.67012819647789,0.40461568534374237,"[[0.6701282 ]
 [0.40461569]]"
0.6687602996826172,0.4037921875715256,"[[0.6687603 ]
 [0.40379219]]"
0.6673936247825623,0.4029649794101715,"[[0.66739362]
 [0.40296498]]"
0.6661152839660645,0.4021576941013336,"[[0.66611528]
 [0.40215769]]"
0.6647545695304871,0.4013392925262451,"[[0.66475457]
 [0.40133929]]"
0.6633790731430054,0.40050673484802246,"[[0.66337907]
 [0.40050673]]"
0.6620199084281921,0.3996845930814743,"[[0.66201991]
 [0.39968459]]"
0.6606688499450684,0.3988684266805649,"[[0.66066885]
 [0.39886843]]"
0.6593188941478729,0.3980555832386017,"[[0.65931889]
 [0.39805558]]"
0.6579716801643372,0.39724788069725037,"[[0.65797168]
 [0.39724788]]"
0.656632587313652,0.3964345157146454,"[[0.65663259]
 [0.39643452]]"
0.6553711146116257,0.39563867449760437,"[[0.65537111]
 [0.39563867]]"
0.6540291905403137,0.39482977986335754,"[[0.65402919]
 [0.39482978]]"
0.6526969969272614,0.3939812481403351,"[[0.652697  ]
 [0.39398125]]"
0.6513654589653015,0.3931693136692047,"[[0.65136546]
 [0.39316931]]"
0.6500287353992462,0.3923582136631012,"[[0.65002874]
 [0.39235821]]"
0.6487017869949341,0.3915611803531647,"[[0.64870179]
 [0.39156118]]"
0.6473775207996368,0.39076724648475647,"[[0.64737752]
 [0.39076725]]"
0.6460554748773575,0.389972448348999,"[[0.64605547]
 [0.38997245]]"
0.6447369307279587,0.38917601108551025,"[[0.64473693]
 [0.38917601]]"
0.6434207707643509,0.38837698101997375,"[[0.64342077]
 [0.38837698]]"
0.6421374529600143,0.38763150572776794,"[[0.64213745]
 [0.38763151]]"
0.6408274918794632,0.3868387043476105,"[[0.64082749]
 [0.3868387 ]]"
0.6394975334405899,0.3860193192958832,"[[0.63949753]
 [0.38601932]]"
0.6381928473711014,0.3852347433567047,"[[0.63819285]
 [0.38523474]]"
0.636889323592186,0.3844555914402008,"[[0.63688932]
 [0.38445559]]"
0.6355879455804825,0.3836699277162552,"[[0.63558795]
 [0.38366993]]"
0.6342895179986954,0.38288725912570953,"[[0.63428952]
 [0.38288726]]"
0.6329966187477112,0.3821044862270355,"[[0.63299662]
 [0.38210449]]"
0.6317058801651001,0.38132569193840027,"[[0.63170588]
 [0.38132569]]"
0.6304149031639099,0.3805493712425232,"[[0.6304149 ]
 [0.38054937]]"
0.6291303932666779,0.37977123260498047,"[[0.62913039]
 [0.37977123]]"
0.6278458535671234,0.3789907693862915,"[[0.62784585]
 [0.37899077]]"
0.6265912055969238,0.37823164463043213,"[[0.62659121]
 [0.37823164]]"
0.6253147721290588,0.37745802104473114,"[[0.62531477]
 [0.37745802]]"
0.6240212917327881,0.3766731470823288,"[[0.62402129]
 [0.37667315]]"
0.6227421164512634,0.3759010583162308,"[[0.62274212]
 [0.37590106]]"
0.6214688718318939,0.37512560188770294,"[[0.62146887]
 [0.3751256 ]]"
0.6201981604099274,0.37435734272003174,"[[0.62019816]
 [0.37435734]]"
0.6189305484294891,0.3735942840576172,"[[0.61893055]
 [0.37359428]]"
0.6176651865243912,0.3728296309709549,"[[0.61766519]
 [0.37282963]]"
0.6164072304964066,0.3720693141222,"[[0.61640723]
 [0.37206931]]"
0.6151503920555115,0.3713098019361496,"[[0.61515039]
 [0.3713098 ]]"
0.6139830946922302,0.3705109804868698,"[[0.61398309]
 [0.37051098]]"
0.6127300262451172,0.36975470185279846,"[[0.61273003]
 [0.3697547 ]]"
0.6114696860313416,0.36899784207344055,"[[0.61146969]
 [0.36899784]]"
0.6102202236652374,0.3682434856891632,"[[0.61022022]
 [0.36824349]]"
0.6089731156826019,0.36748960614204407,"[[0.60897312]
 [0.36748961]]"
0.6077273786067963,0.3667350709438324,"[[0.60772738]
 [0.36673507]]"
0.6064877510070801,0.365990549325943,"[[0.60648775]
 [0.36599055]]"
0.6052487790584564,0.36524075269699097,"[[0.60524878]
 [0.36524075]]"
0.6040599644184113,0.364513635635376,"[[0.60405996]
 [0.36451364]]"
0.602912187576294,0.3637346476316452,"[[0.60291219]
 [0.36373465]]"
0.6016486287117004,0.3629751652479172,"[[0.60164863]
 [0.36297517]]"
0.6004096865653992,0.3622279614210129,"[[0.60040969]
 [0.36222796]]"
0.5991835296154022,0.3614845722913742,"[[0.59918353]
 [0.36148457]]"
